MSISDN	VERSION_DATE	RSRP_F141F47_FWZ	RSRP_105_CNT	RSRPCOVER105	RSRP_110_CNT	RSRPCOVER	SINR_F40Z40_FWZ	LOWSINR0	LOWSINRN3	SIXDB3NEI	X2_REPEAT_SUC_CNT	TAC_REPEAT_SUC_CNT	TAU_SUC_CNT	TAU_SUC_5UP_CNT	PAGING_CNT	PAGING_RATIO	LTE2GSM_REDIRECT_CNT	LINK_DROP	WEAK_HOURS	PHR0_CNT	LOWPHR0
63D305B7A236E711651F1F32E359C05C	2018/8/13 0:00										286	0	41	11	272	100	0	0			
D23C79684F0EBA94A624CDEB9AF63695	2018/8/13 0:00										10	0	20	14	40	100	5	0			
5823BB39BC7281597A5B963B0980AFC9	2018/8/13 0:00	-78.67	3	100	3	100	9.67	33.33	33.33	0	138	0	25	0	379	100	0	0		0	0
5B3D91B03B8A3FA061D7E893B7B5EE0B	2018/8/13 0:00										90	0	4	0	216	100	0	0			
1E7176A7438FB978C02A47DFEF7817A9	2018/8/13 0:00	-103.5	81	81	100	100	8.25	2	1	0	56	0	29	0	29	100	0	0		11	11
2AEC16629569B3EBDE10EF84EE763CC6	2018/8/13 0:00										212	0	34	11	178	100	18	0			
7C62610661BFE8E2B04E58182AA6614C	2018/8/13 0:00	-99.6	77	100	77	100	9.8	2.6	2.6	0	0	0	18	0	149	100	0	0		4	5.26
FB3E825871AB6E10AA0AF7D780B194C4	2018/8/13 0:00	-87.73	249	79.05	296	93.97	11.76	4.76	3.49	0	24	0	120	105	85	100	5	0	4	33	10.51
51770ACFCD9398A6536FF2C0D9D62747	2018/8/13 0:00										12	0	12	0	335	100	0	0			
A76576B3B3460A2D14241730B092FA62	2018/8/13 0:00	-81.75	93	93	96	96	9.19	0	0	0	652	0	637	633	566	100	5	0	1	2	1.96
5941B5B5A40594CFE7940293A2C82E62	2018/8/13 0:00	-79.27	865	99.43	868	99.77	11.54	0.92	0.34	0.34	128	0	28	14	161	100	1	0		10	1.15
51B851B925FA55955BE956E3A0BE4E76	2018/8/13 0:00	-102	233	70.39	268	80.97	1.5	5.04	2.08	1.48	8	0	49	15	286	100	1	0	4	15	4.45
7B4A90012AD81F12F57EACA3BCCA6931	2018/8/13 0:00	-84.09	296	100	296	100	10.69	0.34	0	0.34	38	0	22	21	130	100	1	0		3	1.02
9C8AB828FF873AE714F00C620A6EA766	2018/8/13 0:00	-71.71	64	100	64	100	13.52	0	0	0	4	0	17	10	63	100	0	0		0	0
38DE51C59D166FC41C0F0CAD242C7D42	2018/8/13 0:00										50	0	158	127	175	100	1	0			
60B775F6A34EB4BC99C7774814764ADA	2018/8/13 0:00	-105.5	12	66.67	12	66.67	7.57	0	0	0	10	0	166	138	13	100	41	0	4	7	36.84
41B051DE04BE7A810C272873148389BF	2018/8/13 0:00	-103.67	2	16.67	10	83.33	7.33	8.33	0	16.67	146	0	15	9	120	100	0	0	2	8	72.73
3879BA94C1F9878120FDCDA96AC8C85C	2018/8/13 0:00	-84.84	327	99.7	327	99.7	8.8	0.91	0.91	0.3	110	0	25	20	119	100	0	0		1	0.31
556471FF35783B502BF2F6BD8572F4E2	2018/8/13 0:00	-85	3	100	3	100	12	0	0	0	138	0	31	8	233	100	0	0		0	0
2403CF7A9293FFE18AC94CAC5D643145	2018/8/13 0:00	-101.33	463	64.04	688	95.16	4.67	0.83	0.69	0	64	0	13	6	418	100	1	0	4	32	4.45
0FF49D0A775B4AD0DB9C655075843DDF	2018/8/13 0:00										0	0	38	13	194	100	0	0			
EDDE3B6904F086F68612107FCD1BF955	2018/8/13 0:00	-86.28	596	90.99	627	95.73	11.82	0.91	0.76	1.98	162	0	21	6	304	100	3	0	5	36	5.54
A206B8EEDBBF365F028F1EAFF654246D	2018/8/13 0:00										4	0	27	0	74	100	0	0			
65282649F9888D6F4D4918785783E316	2018/8/13 0:00										0	0	9	0	45	100	4	0			
EB27B69C890A93FAF19C379C6A84EDA3	2018/8/13 0:00	-92.76	437	87.93	464	93.36	11.35	0.6	0.6	0.4	68	0	152	142	137	100	5	0	7	62	12.55
F7C868FB5BB77640027E26A85E000107	2018/8/13 0:00	-90.22	25	92.59	27	100	12.89	0	0	3.7	78	0	83	77	452	100	9	0		1	3.7
4314C3F366A497246313BDE2372DB8DD	2018/8/13 0:00										20	0	3	0	114	100	0	0			
E39D0FA85145C998A1A1D620B801012D	2018/8/13 0:00										288	0	20	0	65	100	0	0			
6576AD7F0698A4F1EEE8B3712EA8B9F0	2018/8/13 0:00	-86.85	112	99.12	113	100	10.95	0	0	0.88	16	0	103	82	60	100	1	0		1	0.88
8C1D64978E9FC27594BCFAF8D264F62D	2018/8/13 0:00	-100.5	261	99.24	263	100	8.75	1.14	0.76	0	42	0	29	27	232	100	0	0		4	1.52
453B27185ADF6AA6BB1EA5E1875A26E8	2018/8/13 0:00										174	0	32	7	89	100	3	0			
1927AD1B01E65921A7607FBAC19D5AA0	2018/8/13 0:00	-101.93	135	10.83	927	74.4	11.93	0.8	0.08	0	42	0	94	93	774	100	25	0	9	108	8.67
3A3E45B9DFCED38115D2759F6D1E8CEC	2018/8/13 0:00										0	0	24	0	16	100	0	0			
FA08ADB71461AB0CAA8EF0A17E1F5132	2018/8/13 0:00	-88.15	104	83.2	115	92	14.55	0.75	0.75	4.48	0	0	14	12	74	100	1	0	1	2	1.61
BDDC370E9C24C6B18159E4C646317112	2018/8/13 0:00	-85.5	4	100	4	100	15.5	0	0	0	0	0	25	0	8	100	0	0		0	0
039DC9E08297B32C9E7C94F49F244CFC	2018/8/13 0:00										0	0	22	0	40	100	0	0			
50F6ABDA4E54530372291D8B7CBEDC9F	2018/8/13 0:00	-92.03	1313	97.33	1329	98.52	15.65	0	0	0.07	40	0	32	11	288	100	7	0	2	3	0.22
AD80D25F20F0DEDAAECCC87EFE765DF9	2018/8/13 0:00	-104.33	5	50	9	90	25	0	0	0	62	0	44	37	37	100	0	0	1	5	83.33
84BC900A51CAE55009A0DEC00BD9800D	2018/8/13 0:00										24	0	0	0	226	100	0	0			
99C08834F611C62FE8E92D880280FAD4	2018/8/13 0:00										208	0	36	29	353	100	1	0			
474FC01EB9E3638DFA443237C6466B99	2018/8/13 0:00	-94	1	100	1	100	17	0	0	0	0	0	48	37	557	100	9	0		0	0
75663C07C3642DEAB2AFE96D4B963888	2018/8/13 0:00	-95	11	55	20	100	25	0	0	5	54	0	36	6	94	100	0	0		4	50
9BF91B7AF3B2A897EFA864B08D1B75C7	2018/8/13 0:00										12	0	50	42	197	100	81	0			
CED3DC7D1BCF99AE5AECC53A75FB9ED6	2018/8/13 0:00	-93.6	562	100	562	100	10.2	2.14	2.14	0	40	0	9	0	328	100	0	0		9	1.61
6AD206135C42FEC7E88B25A589121789	2018/8/13 0:00	-101	201	76.43	239	90.87	5.1	1.14	0.76	2.28	58	0	4	0	175	100	0	0	1	36	14.23
179EDAD3648CF6D14E13FB5ACFE5D4C6	2018/8/13 0:00	-87.82	91	98.91	91	98.91	9.59	0	0	1.09	10	0	29	0	113	100	0	0		1	1.09
1C11EF1867E5275EB29C12C07663F0CC	2018/8/13 0:00	-92.49	779	84.22	886	95.78	13.74	1.19	0.32	0.43	174	0	90	83	283	100	0	0	2	34	3.68
C6642673AAEAB1C814A764AD178C16A7	2018/8/13 0:00	-101.5	17	100	17	100	9.25	0	0	0	8	0	25	0	16	100	0	0		1	5.88
5438E707D7F9637745595A71CAF592F9	2018/8/13 0:00	-77.83	307	99.68	308	100	6.33	1.62	1.3	0	248	0	4	0	48	100	0	0		6	1.98
7A81BC6467AD830BCD77F43B22384DC8	2018/8/13 0:00	-83.5	224	98.68	225	99.12	11.13	0.44	0.44	0.44	18	0	14	11	58	100	3	0		4	1.77
93C632AA4BFE2204FD3B7B1EC306F441	2018/8/13 0:00										28	0	64	30	159	100	14	0			
A18EE5C0696637EB727D2A85EDA8D86C	2018/8/13 0:00										0	0	7	0	6	100	0	0			
F5F027E352303AE343C13F59BBE0EE67	2018/8/13 0:00	-92.4	1181	99.33	1189	100	10.4	0.67	0.67	4.96	40	0	0	0	170	100	0	0		1	0.09
282F2DE5D5D1A39A61DD3E26828F34A3	2018/8/13 0:00	-99	1	100	1	100	12	0	0	0	0	0	5	0	0		0	0		0	0
606CD5C137C6251819D98AE61329B5A0	2018/8/13 0:00										58	0	11	0	174	100	0	0			
AE43B619CD53C0E16999368CF695B5B1	2018/8/13 0:00										422	0	1	0	207	100	0	0			
B6591DD5500BD379FAA1775E2C7B332B	2018/8/13 0:00	-89.54	180	98.9	180	98.9	9.08	0.55	0.55	0.55	32	0	0	0	75	100	0	0		0	0
B291C1C1532A9BB89A7B50816484ADE9	2018/8/13 0:00	-86.6	178	100	178	100	17.2	0	0	0	10	0	37	13	142	100	0	0		1	1.04
4FC3B9E3A512B9E812ADE9126D719467	2018/8/13 0:00	-74.67	5	100	5	100	19	0	0	0	0	0	31	0	7	100	0	0		0	0
2193521BBDBF3537A4F2A3840D81977D	2018/8/13 0:00	-102.5	9	50	15	83.33	14	0	0	0	0	0	24	0	13	100	0	0	1	4	22.22
74286CE608D0CEFE0682A5F080EFDE3D	2018/8/13 0:00										690	0	10	0	341	100	6	0			
6A7E509DF2A0784D4A7B35B1E4F2AA71	2018/8/13 0:00										6	0	57	38	9	100	1	0			
B9C4D930CF3548F3365A79B250F76C2D	2018/8/13 0:00	-92.78	1033	48.45	1647	77.25	12.19	1.74	0.64	5.36	0	0	155	147	1708	100	50	0	12	179	8.36
B2C368AFA2BB84DE1C4FAAEC53183D44	2018/8/13 0:00										2	0	0	0	110	100	0	0			
C18631B64A1B7D0D21EC99200D30EB14	2018/8/13 0:00	-75.88	1077	99.26	1084	99.91	11.52	0.37	0.37	0	74	0	16	0	569	100	1	0		18	1.66
943B36DAB7A97C1544840C02D3C16D1C	2018/8/13 0:00	-88.44	227	97.42	233	100	9.94	0.86	0.86	0.86	6	0	147	147	131	100	0	0		9	3.9
370DC40FDA1B2670BCAE0E330F1B0328	2018/8/13 0:00	-81.48	2402	87.28	2587	94	13.67	1.16	0.33	10.25	706	0	474	467	1348	100	5	0	6	74	2.69
C3886EFF9A1DE0C62712F28A06CB024A	2018/8/13 0:00	-102	20	66.67	30	100	2	0	0	0	0	0	20	0	25	100	0	0		0	0
A2DFBBDA46BC69BAA8FFBC7EC948F612	2018/8/13 0:00										66	0	48	33	247	100	7	0			
264B5C98070A335D4369AB1BA0F1833D	2018/8/13 0:00										54	0	5	0	54	100	0	0			
1EF83F27588CF29C9A87354E7FAF398A	2018/8/13 0:00	-81.29	1103	97.44	1131	99.91	15.86	0.27	0.18	0	262	0	240	238	166	100	0	0		26	2.3
95446DB72383F1BD4C3ECCD5F824787A	2018/8/13 0:00	-98.8	135	88.82	152	100	7.6	1.32	0.66	1.32	28	0	76	48	72	100	0	0		30	19.74
5FBAE9006983BB65DAE86ACDD18C9C6E	2018/8/13 0:00										0	0	39	7	183	100	22	0			
A090DEDEFEB383BFBF6A0A4A8D63586E	2018/8/13 0:00	-87.74	250	68.49	351	96.16	12.45	1.32	0.26	26.32	278	0	4	0	55	100	1	0		47	13.58
057DDA1660C1586674D2A4C739B6C744	2018/8/13 0:00										136	0	20	0	365	100	0	1			
02DE2E4E440FCCE991F0047220D5AAF6	2018/8/13 0:00										140	0	32	0	305	100	3	0			
C9CDFA0EEF34E1E54AED19C101645489	2018/8/13 0:00	-91.33	17	100	17	100	11.67	0	0	0	2	0	0	0	4	100	0	0		0	0
12E718F50FD9E371AF6B3C69F92C23DD	2018/8/13 0:00										20	0	9	0	405	100	0	0			
033E6DC7281B82F582ABF1C0371E7318	2018/8/13 0:00	-106	1	2.94	34	100	12	0	0	0	0	0	0	0	0		0	0		0	0
2C19F1A381D412E7C8F90DA6F3DB4AFE	2018/8/13 0:00	-80.63	417	95.42	427	97.71	10.49	4.12	2.29	2.06	448	0	64	51	175	100	3	0	2	13	3.01
CD4FFA7098119F204BC9748602962734	2018/8/13 0:00	-81.9	302	94.97	317	99.69	11.9	0	0	0	42	0	3	0	144	100	0	0		2	0.63
D709C360C9023E78855F7D3CAB31081A	2018/8/13 0:00	-82.76	572	67.85	683	81.02	16.12	1.9	0.83	0	106	0	38	19	163	100	57	0	7	150	17.79
B7C9B3B35195F4AE561E9B429C6F11D3	2018/8/13 0:00	-80.18	432	99.77	433	100	10.5	0.46	0.46	0	12	0	27	0	259	100	0	0		0	0
812AC01AE225787A33B78ECB8D2EF8D4	2018/8/13 0:00	-111	201	69.07	215	73.88	4.67	3.44	1.03	0	0	0	68	47	87	100	21	0	12	81	27.84
53CE99F4B8856A98253804E05FE56F7F	2018/8/13 0:00										0	0	30	11	424	100	8	0			
0D18E61CF8398BB450B08F7EAAA5D2B2	2018/8/13 0:00										142	0	18	0	101	100	0	0			
973BD7C4AC188957E7B027368B0B2989	2018/8/13 0:00	-85.94	126	96.18	129	98.47	10.47	0	0	3.73	32	0	3	0	88	100	2	0		2	1.52
986FC06D7D3B50FB6D76D7350590C357	2018/8/13 0:00	-101.88	63	45	101	72.14	13.38	0.71	0	0	20	0	40	28	81	100	15	0	8	23	16.43
FE235F8DE42C201EF63647E7E1C1C70A	2018/8/13 0:00										0	0	33	6	24	100	0	0			
B9C419207F54997495AB065F5404BA00	2018/8/13 0:00	-87.59	157	45.64	221	64.24	8.35	0.87	0.58	0.29	58	0	45	13	229	100	20	0	16	183	53.67
61C7DE2F1608C5CF80B800086BDFCC74	2018/8/13 0:00										42	0	207	193	83	100	15	0			
7CA16786EA2021CD85AA2FC153DEE64A	2018/8/13 0:00	-101	141	25.04	543	96.45	10	0.36	0	0	0	0	15	0	155	100	10	0	3	307	54.53
0C7EBEE395CBA332EE67734A1B0F7EAD	2018/8/13 0:00										0	0	157	127	10	100	0	0			
DF0F8D03BEBE731B01CAA61E12A92823	2018/8/13 0:00	-103.33	14	48.28	24	82.76	10.67	0	0	0	2	0	172	149	131	100	6	0	1	23	79.31
3A73FFF18C10CB0CAF72403C5202B36A	2018/8/13 0:00	-85.5	295	99.66	296	100	10.82	0.67	0.34	0	12	0	27	25	169	100	0	0		0	0
4366DA1FD79BA791B7853868E74DF9AB	2018/8/13 0:00										28	0	0	0	63	100	0	0			
EC76BF623CE37BDAA56F62B116797796	2018/8/13 0:00	-101	26	59.09	38	86.36	-0.5	2.27	0	0	0	0	94	66	47	100	23	0	2	35	81.4
8117073AE75B274DBF49F9380FDDD607	2018/8/13 0:00	-79.5	51	100	51	100	10.5	0	0	0	0	0	21	0	54	100	0	0		0	0
2872C250EF0D72AA4894257A99484652	2018/8/13 0:00	-104.14	9	39.13	11	47.83	4.43	0	0	0	0	0	74	48	39	100	12	0	4	15	60
2E1ECED908BA6ABD3B0AD98A4D22AA1B	2018/8/13 0:00										98	0	24	0	260	100	1	0			
2EE4AAFBA043DBD17D9CDB28A2D13E73	2018/8/13 0:00	-91.64	868	99.31	869	99.43	13.27	0.11	0	4.05	284	0	308	290	292	100	1	0		3	0.35
2AAE8C0AE018E05B1CB82E3EC0B4D2B5	2018/8/13 0:00	-102.5	709	95.3	730	98.12	5.5	3.36	2.82	0	0	0	18	0	200	100	1	0	1	12	1.61
EB471A1031C41C3119631019BEADC52E	2018/8/13 0:00	-87.67	721	98.63	725	99.18	10.69	0.14	0.14	0.14	70	0	20	0	335	100	1	0		7	0.96
C1160B07E98E23A066E907EE7B0A7128	2018/8/13 0:00	-83.89	389	97.98	397	100	13.84	1.01	0.25	8.56	3480	0	23	0	108	100	0	0		1	0.25
FDFDC8FF3061A0430F018FD316853989	2018/8/13 0:00	-81.85	952	99.58	955	99.9	16.03	0.1	0	1.26	222	0	73	59	492	100	0	0		2	0.21
1C8578633C45746FF0C0E003D3A65D4E	2018/8/13 0:00	-101	1	100	1	100	10	0	0	0	0	0	72	69	15	100	0	0		1	100
766722901B59051B44EDBF2922278DC0	2018/8/13 0:00	-85	2	100	2	100	10	0	0	0	0	0	255	228	15	100	0	0		0	0
BAE0F6D02E304B1E0D7B6C3E951B7641	2018/8/13 0:00	-106.67	8	80	9	90	12.67	0	0	0	0	0	3	0	21	100	0	0	1	2	20
5DC22123E6D0D2C2B5924BC8EEC970AB	2018/8/13 0:00	-94.08	427	99.53	429	100	18.5	0.23	0	0.23	44	0	11	10	239	100	0	0		43	10.94
8377F427AC9E60BD47293FF0DD449945	2018/8/13 0:00	-85.43	16	100	16	100	12.43	6.25	6.25	0	6	0	28	0	25	100	0	0		0	0
4C80D43F49B2241BEF57C662BD8FFCBF	2018/8/13 0:00	-91.5	555	89.23	616	99.04	13.42	0.16	0	6.26	308	0	124	124	170	100	0	0	1	0	0
00CF3329CB5A0E457927BB638F16E370	2018/8/13 0:00										0	0	21	0	73	100	0	0			
4A66FE08C9202657EE654365AB2873DB	2018/8/13 0:00	-80.67	100	100	100	100	13.33	0	0	0	0	0	22	0	66	100	0	0		0	0
F30B0EEB5C62AB1816E460B6493D4EFE	2018/8/13 0:00	-84	1	100	1	100	-3	25	0	0	0	0	181	151	3	100	0	0	1	0	0
A84C82727C08324AFAA793FA5D3B28A7	2018/8/13 0:00	-102	84	40.98	117	57.07	16	0	0	0	0	0	102	92	137	100	0	0	14	80	61.54
3E4C5989243C218A8A17C07E04778D73	2018/8/13 0:00										38	0	19	0	81	100	0	0			
2C1A16960E413AA78195E08C5034C1A0	2018/8/13 0:00	-88.21	86	65.65	120	91.6	8.57	0.76	0.76	0	24	0	30	18	8	100	1	0	5	6	4.58
6C83977E72607CD9A1B115C26BC2D11B	2018/8/13 0:00	-79.14	373	93.25	389	97.25	12.32	0	0	2.99	38	0	33	22	177	100	1	0	2	17	4.24
46AEF88E1F5C54710F7CEB52C7BA7E3A	2018/8/13 0:00	-103	3	100	3	100	14	0	0	0	0	0	48	23	3	100	0	0		0	0
DFD20D902E2A20400CE151FFBC54274B	2018/8/13 0:00										0	0	41	23	30	100	1	0			
973CB21553F90107811D1771510FF5CD	2018/8/13 0:00	-93	1	100	1	100	9	0	0	0	0	0	31	6	9	100	0	0		0	0
842CC259EA2F47AE245A3A6E2A669411	2018/8/13 0:00	-75.6	173	100	173	100	15.6	0	0	0	4	0	22	0	156	100	0	0		0	0
1007010BA9A1567633BD1DACB896AFA8	2018/8/13 0:00	-97.5	10	100	10	100	16	0	0	0	86	0	64	30	105	100	0	0		3	37.5
1B3AA19299671B67B56E7D7A5EC5B165	2018/8/13 0:00	-90.21	617	96.86	634	99.53	10.84	0.63	0.47	0.31	238	0	24	0	367	100	4	0		9	1.41
E716B5D5FB8CE161664538CE08BCD6E2	2018/8/13 0:00	-83.83	32	100	32	100	7.67	3.13	3.13	0	12	0	26	0	18	100	0	0		0	0
C3A52793F23E63E03BF9390AF91624A3	2018/8/13 0:00	-88.26	494	89.82	540	98.18	13.61	1.09	0.36	5.45	292	0	109	80	255	100	3	0	2	18	3.28
CC7112471B9D954E0FA0D2F696F80D4A	2018/8/13 0:00										30	0	33	25	81	100	2	0			
02CE32852714B25DD2ED72495DF9624B	2018/8/13 0:00	-83.59	275	97.86	278	98.93	11.57	0.35	0.35	0.71	26	0	79	61	146	100	1	0		4	1.43
D8B26D13A4C72F9674A5E982A75118C9	2018/8/13 0:00	-95.09	403	44.93	445	49.61	10.25	0.89	0.67	0.11	172	0	83	46	253	100	32	0	12	147	16.55
205C21F62EE9BCEB031E82DD75427B18	2018/8/13 0:00										560	0	22	0	28	100	8	0			
D621346B1D2B37BA428DF6FDA636ABD7	2018/8/13 0:00	-99.44	506	61.41	547	66.38	8.44	1.2	0.6	0.84	262	0	392	383	236	100	290	0	12	295	35.84
94DECCF8A9ADFB5C404954E18D33732E	2018/8/13 0:00										54	0	46	39	195	100	3	0			
7485D2F27F81BFB7FCE4B7077710011E	2018/8/13 0:00	-99.6	13	92.86	14	100	5.4	7.14	7.14	0	50	0	77	58	308	100	15	0		2	14.29
7E2BFCFAF24A63A30F2C8BC2435EFCDF	2018/8/13 0:00	-93.34	346	91.29	363	95.78	16.2	0.26	0.26	0	276	0	43	25	220	100	6	0	1	12	3.17
2E05B4AB4E4250709B95AF49874E47AD	2018/8/13 0:00										306	0	24	0	223	100	1	0			
23E475D3EBA11E5F6217C7B52BC2ACAF	2018/8/13 0:00	-84.45	536	98.89	542	100	14.51	0.37	0.18	0.55	96	0	13	12	189	100	0	0		2	0.37
F43FF4567189518C5C06672E9621A24B	2018/8/13 0:00	-82.06	1134	99.82	1136	100	13.9	0.09	0	0	34	0	0	0	511	100	0	0		1	0.09
C31BD05F8F6B4DEE6D2811A333BCBC3C	2018/8/13 0:00										74	0	28	15	75	100	12	0			
FE19B49EE6CC5F62763966591BFB4AED	2018/8/13 0:00	-88.97	932	99.68	934	99.89	15.73	0.21	0.11	0	22	0	41	18	782	100	0	0		2	0.24
DF43166559DCE84F7D03998AFFC475E1	2018/8/13 0:00	-80.89	180	100	180	100	12.5	4.29	2.86	0.95	0	0	18	13	1596	100	0	0		4	2.23
4E72442D9583BE11B363304135148D7A	2018/8/13 0:00	-101	164	90.11	181	99.45	10	1.1	0.55	0	48	0	21	7	42	100	10	0		7	3.85
E976009870FD3EB31A39DE18E438BFAF	2018/8/13 0:00	-92.86	1632	94.66	1699	98.55	12.41	0.29	0.17	2.9	314	0	42	22	651	100	1	0	2	23	1.33
84740FB2B93BE4302900899EFA01A0FF	2018/8/13 0:00	-95	3	100	3	100	19.67	0	0	0	32	0	370	370	191	100	0	0		0	0
CF589F57CC103AFE0C668A4F0052F80D	2018/8/13 0:00										32	0	62	43	308	100	0	0			
D3589B5B3DEEECA15FF1AE0A1E870544	2018/8/13 0:00	-80.82	52	91.23	57	100	11.6	3.17	3.17	3.17	4	0	30	13	171	100	8	0		0	0
74AA5742FD4E8D6288692D36DEB88412	2018/8/13 0:00										170	0	28	0	754	100	0	0			
1B154A668F3B4510C95117CA6A204A67	2018/8/13 0:00	-102	157	97.52	161	100	8	0	0	0	260	0	5	0	117	100	0	0		9	5.59
74483226859A91CB0A74B984E2A45F6E	2018/8/13 0:00	-90.17	605	80.77	678	90.52	15.3	1.95	0.78	2.21	244	0	51	6	209	100	7	0	7	35	4.96
366CA412E3AA173735CC92115D22EFA3	2018/8/13 0:00	-86.79	571	97.94	579	99.31	11.43	0.17	0	0.86	48	0	38	33	134	100	1	0	1	12	2.07
F4DE7712E548360F5C548B546E1476B2	2018/8/13 0:00										2	0	24	0	74	100	0	0			
3BE5BB1E8D72DEF6C86842B0DD0D88C7	2018/8/13 0:00	-95.6	112	19.48	281	48.87	7.8	1.57	0.52	0	0	0	48	35	326	100	22	0	12	245	42.61
4049ED6F1F08B2163900E017DAFE5C60	2018/8/13 0:00	-113.5	5	20.83	5	20.83	8.25	0	0	0	0	0	59	31	9	100	2	0	10	6	28.57
E3817ED7BC6669FC5F59B92FB8673FF8	2018/8/13 0:00	-94.5	230	64.25	311	86.87	6.88	1.4	0.28	3.63	130	0	3	0	129	100	0	0	12	83	23.25
61C08073E516FAE9BBDFDAAAD6C55EE3	2018/8/13 0:00	-86.71	182	74.29	242	98.78	11.76	1.63	1.22	1.63	146	0	51	29	152	100	0	0		26	10.61
FD4FD7D17D3145D0D505F3A14A8B4B57	2018/8/13 0:00	-95	3	100	3	100	8	0	0	0	0	0	28	0	10	100	0	0		0	0
912E86CD77E32F1BADE132E9F2CB168E	2018/8/13 0:00	-83.7	283	92.79	301	98.69	10.65	0	0	0	34	0	45	32	264	100	0	0	1	1	0.33
2E91470763C1C87DB099BB3DF54DE332	2018/8/13 0:00	-101.67	274	66.99	404	98.78	10.56	0	0	13.2	12	0	1	0	39	100	1	0	1	5	1.22
E40F4535D4F0F8CA5F5D45EA4578DA63	2018/8/13 0:00	-80.31	902	88.87	991	97.64	10.31	1.86	0.79	0	68	0	71	61	830	100	9	0	2	14	1.38
F2F6EC7C2D51C121C95BE09FFA7B6E9B	2018/8/13 0:00										0	0	20	0	35	100	0	0			
8B061B1A5DB0AD52B19A62B6FCA6CE11	2018/8/13 0:00	-87.33	608	95.3	632	99.06	9.4	0.47	0.31	0.16	6	0	25	8	93	100	9	0		30	4.71
05F3F967E0D9F0A098F24E1D067BE2A9	2018/8/13 0:00	-94.22	178	87.68	190	93.6	11.22	3.85	2.88	0.48	410	0	312	289	100	100	81	0	3	6	3
D280195F07B4214DE8FEDC9C2538D34E	2018/8/13 0:00										58	0	3410	3406	252	100	0	0			
157BA30D3904444B8145E5B9CC7041C8	2018/8/13 0:00	-102	1	100	1	100	11	0	0	0	0	0	15	6	454	100	15	0		0	0
5AD3D8081C394165386FE8C691BCEC91	2018/8/13 0:00										76	0	30	9	171	100	2	0			
E9D76693E085ECA1795F4C6DDB3DF858	2018/8/13 0:00	-84.05	155	99.36	156	100	15.95	0	0	1.27	76	0	29	0	106	100	0	0		4	2.65
5A47050D7994BF99ACD3AD51801D1C58	2018/8/13 0:00										10	0	27	0	8	100	0	0			
04E7EC739B94E41E31E5CE379AC93D28	2018/8/13 0:00	-84.58	348	93.3	364	97.59	13.08	1.61	0.8	0.27	128	0	11	0	118	100	1	0	2	11	2.95
9ACA05750B03E9B797FA3E6A6FAB86E1	2018/8/13 0:00	-83.14	291	79.51	364	99.45	10.15	0.27	0	0.27	8	0	1	0	132	100	1	0		7	1.91
D8FCE4EFEF9CF61A536F53373D2527BA	2018/8/13 0:00										276	0	12	0	472	100	0	0			
27746CF425F8DB7B75F070B067AEDED4	2018/8/13 0:00	-99	1	100	1	100	11	0	0	0	0	0	150	140	429	100	0	0		0	0
7E21EEEE4AB03039F5F70E6C141869C2	2018/8/13 0:00										26	0	8	0	292	100	1	0			
FCFD514DB352886899E6BBE593B10D9C	2018/8/13 0:00	-92.25	211	90.56	222	95.28	6.25	2.13	1.28	0.43	46	0	33	15	96	100	3	0	2	24	10.21
F7E8016FF083CDAF63272B84D2BEDA3F	2018/8/13 0:00										824	0	29	13	285	100	0	0			
2AFF51CFB1514FF004E7C7892939FFCA	2018/8/13 0:00	-96	2	66.67	3	100	13.5	0	0	0	14	0	2	0	181	100	0	0		0	0
B4D1BE6442A7106C248C767300BD6C6B	2018/8/13 0:00	-81.75	361	100	361	100	12.19	0	0	0.28	8	0	1	0	159	100	0	0		0	0
961596BB034768A35E1131AF5210D63C	2018/8/13 0:00	-89.18	287	93.49	303	98.7	15.18	0	0	0.65	32	0	50	12	99	100	0	0	2	6	1.95
4E29F528C1EE244D49673C5689E69CB4	2018/8/13 0:00	-104	10	58.82	15	88.24	14.5	0	0	0	80	0	27	12	78	100	6	0	2	1	5.88
40411D2D23E1A3D41940405696A7B2DB	2018/8/13 0:00	-83.27	715	99.72	717	100	12.26	0.14	0.14	0.28	138	0	11	0	146	100	0	0		3	0.42
B857CE09DCC8BD08275DD10C7D1A69BC	2018/8/13 0:00	-88.83	681	57.18	993	83.38	14.77	1.01	0.34	0	50	0	39	16	843	100	18	9	6	63	5.29
7070605DA1C1803D9D16B37220C8D322	2018/8/13 0:00										40	0	18	0	254	100	0	0			
2D2D0E1CEFE7C3FF7E828A4CB2C59AED	2018/8/13 0:00	-88.05	66	97.06	67	98.53	21.62	0	0	8.82	318	0	28	0	626	100	0	0	1	3	5.56
D89F0ABF44CAF59D3E344848ED0E37D0	2018/8/13 0:00	-87.76	343	86.18	367	92.21	13.46	2.35	1.18	26.35	0	0	5	0	64	100	10	0	2	26	6.55
0CFD9A961BAB8198C9D8133E5C77B534	2018/8/13 0:00										202	0	2	0	2	100	0	0			
728B8C513942D0FBA4B9376F790762B0	2018/8/13 0:00	-91.94	278	68.47	335	82.51	13.08	7.16	5.86	9.54	384	0	118	111	180	100	15	1	4	32	7.46
A03766A35B324B60D9FCA89C757C3726	2018/8/13 0:00	-92.21	122	20.2	310	51.32	12.1	0.17	0.17	0	2	0	45	20	256	100	11	0	12	32	5.32
